entity_id,canonical_name,entity_type,aliases_json,description,source,source_id,created_at,updated_at
ent_bebba5510699c85a,work and social adjustment scale,scale,"[""work and social adjustment scale""]",Work And Social Adjustment Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_475ea8af5b5dcb7b,wsas,scale,"[""wsas""]",Wsas is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ec1cddd78c03eede,insomnia severity index,scale,"[""insomnia severity index""]",Insomnia Severity Index is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6cf0943fa44477b8,isi,scale,"[""isi""]",Isi is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7bcce8f29b0c43cc,pittsburgh sleep quality index,scale,"[""pittsburgh sleep quality index""]",Pittsburgh Sleep Quality Index is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_af1dff1ccbeb8a23,psqi,scale,"[""psqi""]",Psqi is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_21a19fbb3df31534,epworth sleepiness scale,scale,"[""epworth sleepiness scale""]",Epworth Sleepiness Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_9a46a1b746498d6a,ess,scale,"[""ess""]",Ess is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_fe886021f755810b,montreal cognitive assessment,scale,"[""montreal cognitive assessment""]",Montreal Cognitive Assessment is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_aed38998b0d50cdf,moca,scale,"[""moca""]",Moca is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cf1c0a735e09d718,mini-mental state examination,scale,"[""mini-mental state examination""]",Mini-Mental State Examination is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f9d90fce8ff33ed4,mmse,scale,"[""mmse""]",Mmse is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_faec752fdc72e960,brain-derived neurotrophic factor,biomarker,"[""brain-derived neurotrophic factor""]",Brain-Derived Neurotrophic Factor is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_75d7eabbe0ff8930,bdnf,biomarker,"[""bdnf""]",Bdnf is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_42d18c9cf1c6305c,c-reactive protein,biomarker,"[""c-reactive protein""]",C-Reactive Protein is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_15b696cea518fa5e,crp,biomarker,"[""crp""]",Crp is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f1c6616a19fcccb2,interleukin-6,biomarker,"[""interleukin-6""]",Interleukin-6 is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_614e63acbf711ed8,il-6,biomarker,"[""il-6""]",Il-6 is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f6855655469fc229,tumor necrosis factor alpha,biomarker,"[""tumor necrosis factor alpha""]",Tumor Necrosis Factor Alpha is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_69e3d1326e31dec1,tnf-alpha,biomarker,"[""tnf-alpha""]",Tnf-Alpha is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6521a2b56ab799c4,interleukin-1 beta,biomarker,"[""interleukin-1 beta""]",Interleukin-1 Beta is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2d45abc65920d7fe,il-1beta,biomarker,"[""il-1beta""]",Il-1Beta is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ffd81c2edd6b5968,kynurenine,biomarker,"[""kynurenine""]",Kynurenine is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b634bfbc36a53afe,kynurenine-tryptophan ratio,biomarker,"[""kynurenine-tryptophan ratio""]",Kynurenine-Tryptophan Ratio is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d985591317483909,tryptophan,biomarker,"[""tryptophan""]",Tryptophan is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c6ab77d496da61d4,cortisol awakening response,biomarker,"[""cortisol awakening response""]",Cortisol Awakening Response is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1e0d3864270d034b,diurnal cortisol slope,biomarker,"[""diurnal cortisol slope""]",Diurnal Cortisol Slope is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_891165522871e755,acth,biomarker,"[""acth""]",Acth is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_85c0c6451d9ca1f0,thyroid-stimulating hormone,biomarker,"[""thyroid-stimulating hormone""]",Thyroid-Stimulating Hormone is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f95ea48c5de02905,tsh,biomarker,"[""tsh""]",Tsh is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3e6c030f73d0420a,free thyroxine,biomarker,"[""free thyroxine""]",Free Thyroxine is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_837b09e18b9f494d,free triiodothyronine,biomarker,"[""free triiodothyronine""]",Free Triiodothyronine is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e50d841c4d27cede,heart rate variability,biomarker,"[""heart rate variability""]",Heart Rate Variability is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_98adb9721c574c4c,resting heart rate,biomarker,"[""resting heart rate""]",Resting Heart Rate is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_28039df94ee24c10,electrodermal activity,biomarker,"[""electrodermal activity""]",Electrodermal Activity is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3b8c58644db4d4d9,frontal alpha asymmetry,biomarker,"[""frontal alpha asymmetry""]",Frontal Alpha Asymmetry is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f68810c65d050f6e,default mode network connectivity,biomarker,"[""default mode network connectivity""]",Default Mode Network Connectivity is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2d08d00976b19f87,amygdala reactivity,biomarker,"[""amygdala reactivity""]",Amygdala Reactivity is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_21825deea0942815,hippocampal volume,biomarker,"[""hippocampal volume""]",Hippocampal Volume is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_fc0bd7b26fbceae2,anterior cingulate activity,biomarker,"[""anterior cingulate activity""]",Anterior Cingulate Activity is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5de7ceb0468628d6,reward prediction error signal,biomarker,"[""reward prediction error signal""]",Reward Prediction Error Signal is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_526296f7c065e5cc,sleep spindle activity,biomarker,"[""sleep spindle activity""]",Sleep Spindle Activity is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_da19d0b4d3bf7a32,slow wave activity,biomarker,"[""slow wave activity""]",Slow Wave Activity is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_aad988dbf55307fd,rem theta activity,biomarker,"[""rem theta activity""]",Rem Theta Activity is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f41dde6a705434f2,serum ferritin,biomarker,"[""serum ferritin""]",Serum Ferritin is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_634222360a9bdc7e,vitamin d level,biomarker,"[""vitamin d level""]",Vitamin D Level is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_736bbec004e5c6cc,omega-3 index,biomarker,"[""omega-3 index""]",Omega-3 Index is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_aa0a4308b2ae05a9,fasting glucose,biomarker,"[""fasting glucose""]",Fasting Glucose is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8928f1ee9d281fe9,hba1c,biomarker,"[""hba1c""]",Hba1C is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_66fda543364d3e1e,body mass index,biomarker,"[""body mass index""]",Body Mass Index is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_024d2bf6b9f66c23,waist circumference,biomarker,"[""waist circumference""]",Waist Circumference is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d215b27007afff71,blood pressure variability,biomarker,"[""blood pressure variability""]",Blood Pressure Variability is a depression-related biomarker entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
